五行,無料(○),アイテム,似合う色,メモ,時間帯,九星タグ,表示文,カテゴリ,使う場面,季節タグ,重複回避タグ
木,,緑のキャンバスノート,モスグリーン,伸びる・育つ・呼吸を戻すヒント,朝・昼,三碧木星・四緑木星,今日は「緑のキャンバスノート」を取り入れると、気持ちの呼吸が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,木|文具・学び|モスグリーン|緑のキャンバスノート
木,,グリーンのガラスペン,翡翠グリーン,伸びる・育つ・呼吸を戻すヒント,朝・昼,三碧木星・四緑木星,今日は「グリーンのガラスペン」を取り入れると、気持ちの呼吸が戻りやすいかもしれません。,文具・学び,考えごと・学び,夏,木|文具・学び|翡翠グリーン|グリーンのガラスペン
木,,森の香りのルームスプレー,フォレストグリーン,伸びる・育つ・呼吸を戻すヒント,朝・昼,三碧木星・四緑木星,今日は「森の香りのルームスプレー」を取り入れると、気持ちの呼吸が戻りやすいかもしれません。,日用品,日常に小さく取り入れる,通年,木|日用品|フォレストグリーン|森の香りのルームスプレー
木,,若葉色のクリップ,若葉色,伸びる・育つ・呼吸を戻すヒント,朝・昼,三碧木星・四緑木星,今日は「若葉色のクリップ」を取り入れると、気持ちの呼吸が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,木|文具・学び|若葉色|若葉色のクリップ
木,,木製の小箱,オークブラウン,伸びる・育つ・呼吸を戻すヒント,朝・昼,三碧木星・四緑木星,今日は「木製の小箱」を取り入れると、気持ちの呼吸が戻りやすいかもしれません。,日用品,日常に小さく取り入れる,通年,木|日用品|オークブラウン|木製の小箱
木,,緑のランニングタオル,リーフグリーン,伸びる・育つ・呼吸を戻すヒント,朝・昼,三碧木星・四緑木星,今日は「緑のランニングタオル」を取り入れると、気持ちの呼吸が戻りやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,木|暮らしの道具|リーフグリーン|緑のランニングタオル
火,○,小さな間接照明,アンバー,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「小さな間接照明」を取り入れると、心に小さな灯りを足しやすい日です。,香り・灯り,気分の切り替え,通年,火|香り・灯り|アンバー|小さな間接照明
火,○,アロマキャンドル,テラコッタ,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「アロマキャンドル」を取り入れると、心に小さな灯りを足しやすい日です。,香り・灯り,気分の切り替え,秋・冬,火|香り・灯り|テラコッタ|アロマキャンドル
火,○,あたたかい紅茶,ルビーレッド,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「あたたかい紅茶」を取り入れると、心に小さな灯りを足しやすい日です。,飲食・休息,休憩・回復,通年,火|飲食・休息|ルビーレッド|あたたかい紅茶
火,○,赤いヘアゴム,朱色,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「赤いヘアゴム」を取り入れると、心に小さな灯りを足しやすい日です。,身につけるもの,外出前・身支度,通年,火|身につけるもの|朱色|赤いヘアゴム
火,○,ドライフラワー（赤系）,ボルドー,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「ドライフラワー（赤系）」を取り入れると、心に小さな灯りを足しやすい日です。,植物・花,部屋や机まわりを整える,通年,火|植物・花|ボルドー|ドライフラワー（赤系）
火,○,テラコッタのキャンドルホルダー,テラコッタ,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「テラコッタのキャンドルホルダー」を取り入れると、心に小さな灯りを足しやすい日です。,香り・灯り,気分の切り替え,秋・冬,火|香り・灯り|テラコッタ|テラコッタのキャンドルホルダー
火,○,シナモンのチャイ,シナモンブラウン,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「シナモンのチャイ」を取り入れると、心に小さな灯りを足しやすい日です。,飲食・休息,休憩・回復,秋・冬,火|飲食・休息|シナモンブラウン|シナモンのチャイ
火,○,朱色のリップ,朱赤,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「朱色のリップ」を取り入れると、心に小さな灯りを足しやすい日です。,身につけるもの,外出前・身支度,通年,火|身につけるもの|朱赤|朱色のリップ
火,○,ガラスのランタン,琥珀色,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「ガラスのランタン」を取り入れると、心に小さな灯りを足しやすい日です。,香り・灯り,気分の切り替え,夏,火|香り・灯り|琥珀色|ガラスのランタン
火,○,赤いソックス,レッド,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「赤いソックス」を取り入れると、心に小さな灯りを足しやすい日です。,身につけるもの,外出前・身支度,通年,火|身につけるもの|レッド|赤いソックス
火,○,スパイスカレー,ターメリック,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「スパイスカレー」を取り入れると、心に小さな灯りを足しやすい日です。,飲食・休息,休憩・回復,通年,火|飲食・休息|ターメリック|スパイスカレー
火,○,コーラルのネイル,コーラルピンク,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「コーラルのネイル」を取り入れると、心に小さな灯りを足しやすい日です。,身につけるもの,外出前・身支度,通年,火|身につけるもの|コーラルピンク|コーラルのネイル
火,○,真鍮のキャンドルスタンド,ブラス,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「真鍮のキャンドルスタンド」を取り入れると、心に小さな灯りを足しやすい日です。,香り・灯り,気分の切り替え,秋・冬,火|香り・灯り|ブラス|真鍮のキャンドルスタンド
火,○,焚き火柄のポストカード,オレンジ,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「焚き火柄のポストカード」を取り入れると、心に小さな灯りを足しやすい日です。,文具・学び,考えごと・学び,通年,火|文具・学び|オレンジ|焚き火柄のポストカード
火,○,赤縁のメガネ,バーガンディ,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「赤縁のメガネ」を取り入れると、心に小さな灯りを足しやすい日です。,身につけるもの,外出前・身支度,通年,火|身につけるもの|バーガンディ|赤縁のメガネ
火,○,ジンジャーティー,ジンジャーオレンジ,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「ジンジャーティー」を取り入れると、心に小さな灯りを足しやすい日です。,日用品,日常に小さく取り入れる,通年,火|日用品|ジンジャーオレンジ|ジンジャーティー
火,○,サンセットカラーのスマホケース,サンセットオレンジ,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「サンセットカラーのスマホケース」を取り入れると、心に小さな灯りを足しやすい日です。,デジタル・仕事道具,机まわりを整える,通年,火|デジタル・仕事道具|サンセットオレンジ|サンセットカラーのスマホケース
火,○,柑橘のアロマミスト,マンダリン,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「柑橘のアロマミスト」を取り入れると、心に小さな灯りを足しやすい日です。,香り・灯り,気分の切り替え,通年,火|香り・灯り|マンダリン|柑橘のアロマミスト
火,○,赤いブックカバー,カーマイン,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「赤いブックカバー」を取り入れると、心に小さな灯りを足しやすい日です。,文具・学び,考えごと・学び,通年,火|文具・学び|カーマイン|赤いブックカバー
火,○,チェリー柄のポーチ,チェリーレッド,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「チェリー柄のポーチ」を取り入れると、心に小さな灯りを足しやすい日です。,身につけるもの,外出前・身支度,通年,火|身につけるもの|チェリーレッド|チェリー柄のポーチ
火,○,オレンジ色のマグカップ,オレンジ,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「オレンジ色のマグカップ」を取り入れると、心に小さな灯りを足しやすい日です。,飲食・休息,休憩・回復,通年,火|飲食・休息|オレンジ|オレンジ色のマグカップ
火,○,ローズ色のハンカチ,ローズピンク,灯り・表現・あたたかさを足すヒント,昼・夜,九紫火星,今日は「ローズ色のハンカチ」を取り入れると、心に小さな灯りを足しやすい日です。,身につけるもの,外出前・身支度,春,火|身につけるもの|ローズピンク|ローズ色のハンカチ
